timestamp,senderNodeId,receiverNodeId,packetSize,interArrivalTime,packetType,isSenderAttacker,label
14.2,0,0,512,0.1,ATTACK,1,ATTACK
14.2004,0,1,512,0.1,ATTACK,1,ATTACK
14.2004,0,2,512,0.1,ATTACK,1,ATTACK
14.3,0,0,512,0.1,ATTACK,1,ATTACK
14.3004,0,1,512,0.1,ATTACK,1,ATTACK
14.3004,0,2,512,0.1,ATTACK,1,ATTACK
14.4,0,0,512,0.1,ATTACK,1,ATTACK
14.4004,0,1,512,0.1,ATTACK,1,ATTACK
14.4004,0,2,512,0.1,ATTACK,1,ATTACK
14.5,0,0,512,0.1,ATTACK,1,ATTACK
14.5004,0,1,512,0.1,ATTACK,1,ATTACK
14.5004,0,2,512,0.1,ATTACK,1,ATTACK
14.6,0,0,512,0.1,ATTACK,1,ATTACK
14.6004,0,1,512,0.1,ATTACK,1,ATTACK
14.6004,0,2,512,0.1,ATTACK,1,ATTACK
14.7,0,0,512,0.1,ATTACK,1,ATTACK
14.7004,0,1,512,0.1,ATTACK,1,ATTACK
14.7004,0,2,512,0.1,ATTACK,1,ATTACK
14.8,0,0,512,0.1,ATTACK,1,ATTACK
14.8004,0,1,512,0.1,ATTACK,1,ATTACK
14.8004,0,2,512,0.1,ATTACK,1,ATTACK
14.9,0,0,512,0.1,ATTACK,1,ATTACK
14.9004,0,1,512,0.1,ATTACK,1,ATTACK
14.9004,0,2,512,0.1,ATTACK,1,ATTACK
15,0,0,512,0.1,ATTACK,1,ATTACK
15.0004,0,1,512,0.1,ATTACK,1,ATTACK
15.0004,0,2,512,0.1,ATTACK,1,ATTACK
15.1,0,0,512,0.1,ATTACK,1,ATTACK
15.1004,0,1,512,0.1,ATTACK,1,ATTACK
15.1004,0,2,512,0.1,ATTACK,1,ATTACK
15.2,0,0,512,0.1,ATTACK,1,ATTACK
15.2004,0,1,512,0.1,ATTACK,1,ATTACK
15.2004,0,2,512,0.1,ATTACK,1,ATTACK
15.3,0,0,512,0.1,ATTACK,1,ATTACK
15.3004,0,1,512,0.1,ATTACK,1,ATTACK
15.3004,0,2,512,0.1,ATTACK,1,ATTACK
15.4,0,0,512,0.1,ATTACK,1,ATTACK
15.4004,0,1,512,0.1,ATTACK,1,ATTACK
15.4004,0,2,512,0.1,ATTACK,1,ATTACK
15.5,0,0,512,0.1,ATTACK,1,ATTACK
15.5004,0,1,512,0.1,ATTACK,1,ATTACK
15.5004,0,2,512,0.1,ATTACK,1,ATTACK
15.6,0,0,512,0.1,ATTACK,1,ATTACK
15.6004,0,1,512,0.1,ATTACK,1,ATTACK
15.6004,0,2,512,0.1,ATTACK,1,ATTACK
15.7,0,0,512,0.1,ATTACK,1,ATTACK
15.7004,0,1,512,0.1,ATTACK,1,ATTACK
15.7004,0,2,512,0.1,ATTACK,1,ATTACK
15.8,0,0,512,0.1,ATTACK,1,ATTACK
15.8004,0,1,512,0.1,ATTACK,1,ATTACK
15.8004,0,2,512,0.1,ATTACK,1,ATTACK
15.9,0,0,512,0.1,ATTACK,1,ATTACK
15.9004,0,1,512,0.1,ATTACK,1,ATTACK
15.9004,0,2,512,0.1,ATTACK,1,ATTACK
16,0,0,512,0.1,ATTACK,1,ATTACK
16.0004,0,1,512,0.1,ATTACK,1,ATTACK
