timestamp,event_type,node_id,node_type,communication_type,packet_size,inter_arrival_time,battery_level,energy_consumption,source_address,target_address,is_attacker,is_charging,sequence_number,packet_name,pos_x,pos_y,speed,tx_duration_est,cumulative_packets_sent,cumulative_packets_received,soc
10.757788,RECEIVED,1,ev,BSM,377,10.757788,160.000000,0.000000,10.0.0.157,ev[1],0,0,6,BSM-6,28.702144,426.600000,1.379563,0.000503,0,1,0.800000
11.374122,RECEIVED,1,ev,BSM,232,0.616334,160.000000,0.000000,10.0.0.157,ev[1],0,0,7,BSM-7,29.984639,426.600000,2.569665,0.000309,0,2,0.800000
11.499579,SENT,1,ev,BSM,351,11.499579,160.000000,0.000000,ev[1],broadcast,0,0,0,BSM-0,30.256406,426.600000,2.717678,0.000468,1,2,0.800000
11.848645,SENT,1,ev,BSM,234,0.349066,160.000000,0.000000,ev[1],broadcast,0,0,1,BSM-1,31.528899,426.600000,3.497069,0.000312,2,2,0.800000
12.004016,RECEIVED,1,ev,BSM,217,0.629895,160.000000,0.000000,10.0.0.157,ev[1],0,0,8,BSM-8,32.280231,426.600000,3.879257,0.000289,2,3,0.800000
12.307958,SENT,1,ev,BSM,320,0.459313,159.697789,0.302211,ev[1],broadcast,0,0,2,BSM-2,33.569353,426.600000,4.506856,0.000427,3,3,0.798489
12.926123,RECEIVED,1,ev,BSM,302,0.922107,159.697789,0.302211,10.0.0.157,ev[1],0,0,9,BSM-9,36.678493,426.600000,5.645297,0.000403,3,4,0.798489
13.066063,SENT,1,ev,BSM,299,0.758105,159.697789,0.302211,ev[1],broadcast,0,0,3,BSM-3,37.257894,426.600000,5.794008,0.000399,4,4,0.798489
13.294397,RECEIVED,1,ev,BSM,206,0.368274,159.200023,0.799977,10.0.0.157,ev[1],0,0,10,BSM-10,38.460857,426.600000,6.100175,0.000275,4,5,0.796000
13.722220,SENT,1,ev,BSM,300,0.656157,159.200023,0.799977,ev[1],broadcast,0,0,4,BSM-4,41.861005,426.600000,7.233911,0.000400,5,5,0.796000
14.016690,RECEIVED,1,ev,BSM,386,0.722292,159.200023,0.799977,10.0.0.157,ev[1],0,0,11,BSM-11,44.128432,426.600000,7.773795,0.000515,5,6,0.796000
14.124854,SENT,1,ev,BSM,269,0.402633,158.512969,1.487031,ev[1],broadcast,0,0,5,BSM-5,44.928672,426.600000,8.002393,0.000359,6,6,0.792565
